GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
190192;Served as one of the reviewers of a SCL grant proposal;;;;;;;;;Other foundations / NGOs;Swiss Cancer League (SCL);Expert/reviewer activity;;2020;666C3E83-5AA7-4BA1-A338-5FD231189627
190408;;;;;;;;;;Other foundations / NGOs;"The Principles on Effective Interviewing for Investigations and Information Gathering--or the ""Méndez Principles""--are meant to become a soft law instrument and have already been used as such by the UN Committee Against Torture. ";Expert/reviewer activity;https://www.apt.ch/en/what-we-do/campaigns/principles-effective-interviewing;2020;8AC609D3-E02C-4937-8567-472A042F475F
190539;;;;;;;;;;;Data to Analysis (D2A): Android Mobile Phone Application;Software;;2022;4665FC1A-E9CA-4C44-A1E3-3C6D56B1F01C
190539;;;;;;;;;;;"Features and functionalities of Data to Analysis (D2A), an Android Mobile Phone Application
Teaching Material and Manual for Participants and Field Monitors";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;B228576C-086F-47D6-974E-B83920B42A97
190629;;;;;;;;;;;As part of the project the web-based career training application (“Career Tracker”) was developed and pilot tested as an intervention. The application collects research data on several points in time to answer questions like how individuals can be enabled to develop career competences to increase career success.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.unilu.ch/fakultaeten/wf/institute-zentren-forschungsstellen/center-fuer-human-resource-management/forschung/karrieren-40-erfolgreich-in-der-gig-economy/informationen-fuer-teilnehmende/;;011FBC62-5748-4E86-A731-81043F314F43
190939;;;;;;;;;;;md scripts for dialectica;Software;https://github.com/jdutant;2020;525409BF-C07D-49A3-ADC6-BD5CF1DA6861
190596;;;;;;;;;;;"a Digital Companion prototype was developped to accompany the player and the game master. The game-master’s interface allows to parameterize the game parameters, to synchronously follow the students' activity from a multimodal trace data , to communicate with the players or groups of players
The players' interface allows to communicate with the game master, to receive automatic feedback, to obtain an assessment of their activity according to the activity traces data.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;47C01797-E564-4F99-83DD-861ADF8CFAC5
190585;;;Software;;;;;;;;CHATBOT. Act and dialogue with a conversational agent-actor;Licences (software and other);http://10.5281/zenodo.4923940;2021;E20509A8-5A67-4185-8D63-382338F0914A
196773;;Hevey, Rachel;;Research institution;;"US Application Number: 63/269,825 ";University of Basel & Massachusetts Institute of Technology;Pending;2022-03-23T00:00:00Z;;Synthetic Mucin Glycans as Antifungal Agents;Patent;;2022;769D1BCB-7B3D-4F41-929D-F2ECFE99BB48
190817;;;;;;;;;;;scanEEGviewer();Software;https://github.com/SCAN-NRAD/scanEEGviewer;2021;FC8A4AA7-E3B1-4CE5-9F51-629FAAD50D06
190495;;;;;;;;;;;Tomographer - Software for spatial tissue profiling by imaging-free molecular tomography.;Software;https://github.com/lamanno-epfl/tomographer;2020;0C0BC649-6D1E-4EE6-8B3E-F64DE6305AE9
160553;Reviewer for University Research Fellowship Renewal 2018 application;;;;;;;;;Other administration / public sector;Royal Society, UK;Expert/reviewer activity;;2017;55EE4D84-256A-4A18-86BA-EDA34A4A9F72
190653;;;;;;;;;;;Modèle de lemmatisation du français avec POS+morphologie;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/e-ditiones/LEM17;;D2A3A402-B859-496D-94E8-BE79C80B32EC
196000;"Teaching and presentation of the project results to the participants of the Certificate of Advance Studies (CAS)  ""Nature en ville"".";;;;;;;;;Other administration / public sector;HES-SO//GE;Expert/reviewer activity;;2022;8B352C23-02D7-4F44-A5B4-6891532D5D56
190547;;;;;;;;;;;The HYPERMAG spin off company Polarize is commercializing the sample handling and dissolution system developed within this project.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://polarize.dk/documentation/;;05E7D39E-2F1B-4E0E-83E7-795F41743336
160563;;;;;;;;;;;Factsheets of electricity generation technologies in Switzerland: Technical characteristics, resource potentials, environmental, health and economic impacts (DOI: 10.5281/zenodo.2556569);Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://zenodo.org/record/2556569#.XP-oyy17FmM;;E1293A6E-BC7A-49EE-A059-D3B7C1DC1F06
137456;Résumé de la séance d'information pour les collaborateurs de l'ODM;;;;;;;;;;Militarisation et fragilisation de la société érythréenne;Expert/reviewer activity;;2011;B9557B17-91C8-4F00-99CF-36A0D7014059
176349;;;;;;;;;;;"Social Media Sentiment Analysis Tool 

The tool analyses and illustrates the sentiment polarity of text from social media using natural language processing (NLP) visualization techniques. The tool is coded on Python and HTML and is a working Application that has been used to conduct more research.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;B2F781F4-877F-43CC-8082-EE92C678F92E
160563;;;;;;;;;;;Factsheets zu Stromerzeugungstechnologien in der Schweiz : Technische Merkmale, Ressourcenpotentiale, Umwelt-, Gesundheits- und wirtschaftliche Auswirkungen (DOI:10.5281/zenodo.3237661);Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://zenodo.org/record/3237661#.XP-o8S17FmM;;F33BAF8E-A299-4227-8E42-5F3C18EFCCE4
116838;;;;Research institution;;"WO2008110372-A1 ; AU2008225994-A1 ; EP2134746-A1 ;";;;2008-09-18T00:00:00Z;;New human antibody or its binding fragment capable of recognizing tumor-associated antigen NY-ESO-1,;Patent;http://apps.webofknowledge.com/full_record.do?colName=DIIDW&recordID=2008M49440&page=4&qid=1&log_event=yes&viewType=fullRecord&SID=X23kjA4Di%40ei29oDhfB&product=UA&doc=37&search_mode=GeneralSearch;2008;E8D1E1B2-B62F-4FF0-8520-224140973F6A
156196;;;;;;;;;;;"The findings of two papers were presented to the company within which the data were collected. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;F85C0A7F-93DF-47B2-ABE9-311647E28D8E
140973;Contribution to assessment code ASCE 41-17;;;;;;;;;Other administration / public sector;American Society of Civil Engineers;Expert/reviewer activity;;2015;111AC2F6-2D30-4B59-BF42-86D874CCCA62
173641;;;;;;;;;;Other administration / public sector;Reviewer of National Grants;Expert/reviewer activity;;2019;288065C2-B95A-4677-A57A-517973587E2F
140610;"Das Mentorat für die Bachelor-Thesis des Mentee Katja Rüfenacht (HKB) ermöglichte einen Wissenstransfer.

Die Forschungserfahrung hinsichtlich Projektaufbau, Methodik, sowie die Fachkenntnisse im Bereich Informationsdesign (Affekt-Visualisierung) half die Bachelor-Thesis zu konkretisieren und in ein Forschungsprojekt zu überführen. 

Das visuelle Kommunikationsinstrument hat 2013 den Designpreis Schweiz gewonnen.
";;;;;;;;;Other administration / public sector;Berner Fachhochschule, Hochschule der Künste Bern, Fachbereich Kommunikationsdesign;Expert/reviewer activity;http://www.dolorografie.ch/;2013;7E6973AE-F73E-4B4E-96EF-37290BCFA0A3
121599;;;;;;;;;;;"Co-supervision Bachelor Thesis von:
Unseld, A. (2010). Eigenform-Analysen für Mikrofossilien in AVM. Bachelor-Thesis. University of Applied Sciences (Fachhochschule Nordwestschweiz, FHNW, Brugg), 49 p. Chair: Prof. J. Eisenecker, FHNW; Co-supervisor and customer: M. Knappertsbusch.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;AA1AD084-CB1E-4BC2-A027-8C263016A025
146988;;;;;;;;;;;"2D crystals produced are used for nano-device tests ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;073B5048-5CE2-40AF-9C34-7CAD96467746
173632;;Herranz, Juan;;Research institution;;17 001 391.6;;Pending;2017-08-15T00:00:00Z;;Non-noble metal oxygen reduction catalyst prepared using non-porous porosity precursors;Patent;;2017;915416CB-C8DB-4497-9204-695EBA31FFB7
175767;"Vergabekommission Prix Social ";;;;;;;;;Other foundations / NGOs;"Avenir Social ";Expert/reviewer activity;;2019;9B1D8CBB-D505-4A55-AD90-D83CCC4B7741
154297;;;;;;;;;;;SENSàSION Sàrl;Start-up;https://www.sensasion.ch/;2017;9F87132D-44F5-4F04-AFE3-7ADED949DDBC
162663;;;Software;;;;;;;;TRAVIS GO (OER);Licences (software and other);http://app.travis-go.org;2019;FA906E3F-D543-4829-9FEC-D363E1DE5EAF
178890;;;;;;;;;;;Code Supplement for Yin, M., Iannelli, A., Smith, R.S. (2021). Maximum Likelihood Signal Matrix Model for Data-Driven Predictive Control. Proceedings of the 3rd Conference on Learning for Dynamics and Control. PMLR 144:1004-1014.;Software;https://doi.org/10.3929/ethz-b-000514001;2021;C99431F5-9B9C-419B-B645-CFA63916719A
149790;Expert: évaluation d'établissements d'enseignement supérieur et de leurs regroupements, des organismes de recherche, des fondations de coopération scientifique...;;;;;;;;;Other administration / public sector;Haut Conseil de l’évaluation de la recherche et de l’enseignement supérieur, France;Expert/reviewer activity;http://www.hceres.fr;2017;3F95D0E5-7B89-421B-A927-366FD9D20F83
149790;"Chairman: Study section French National Research Agency (ANR): Translational Research in Health CES17 (2016)
Member: Study section French National Research Agency (ANR): Translational Research in Health (2014-2015)
";;;;;;;;;Other administration / public sector;Agence Nationale de la Recherche (ANR), France;Expert/reviewer activity;http://www.agence-nationale-recherche.fr;2014;D8EB0D9E-6F36-40E0-A0CE-2DA17B8F1C75
185261;Member of the scientific reviewing board;;;;;;;;;Other foundations / NGOs;FreeNovation Foundation (Novartis, Basel);Expert/reviewer activity;;2021;89E4224B-17E2-405E-8E34-3568D7B94D4F
190394;;"Aramesh, Morteza; Stoycheva, Diana";;Research institution;;50847EP;ETH Zurich;Pending;2020-10-15T00:00:00Z;;METHODS FOR THE NANOCONFINED CULTIVATION OF LYMPHOCYTES;Patent;;2020;1B96341D-0341-46F1-995F-E776EA5F6564
182105;Editorial Board Member for the journal Antioxidants;;;;;;;;;Industry / private companies;MDPI (Multidisciplinary Digital Publishing Institute);Expert/reviewer activity;https://www.mdpi.com/journal/antioxidants/editors;2020;DEF74DDD-7F1C-4ECA-8ED7-D8FA116CFB1D
172733;;;;;;;;;;;"Scholie page ";Software;https://github.com/szenzaro/go-scholie-page;2020;EC1A38F5-E66A-405E-B6C9-313267F286F8
190264;"""Based on the research results, the Federal Minister for Art, Culture, Public Service and Sport, is called upon to promote initiatives to prevent discriminatory practices in amateur sport and to enable more integration in amateur sport through its own projects""

Our research group has been contacted by some political representatives to offer further insights into the research results and potential intervention methods. The above-mentioned projects have not yet been defined. ";;;;;;;;;Other administration / public sector;Federal Minister for Art, Culture, Public Service and Sport (Austria);Expert/reviewer activity;https://www.parlament.gv.at/PAKT/VHG/XXVII/A/A_01728/fnameorig_983518.html;2021;38197193-A629-45B4-997D-7D708FE081ED
156746;Begutachtung Projekte;;;;;;;;;Other administration / public sector;FWF Wissenschaftsfond;Expert/reviewer activity;;2015;AC493C8B-DC15-4678-B274-E051C0FDCFB2
155841;;"Rebecq, Henri; Scaramuzza, Davide";;Grant holder / project staff;2019-03-06T00:00:00Z;EP 3 451 288 A1;"Rebecq, Henri; Scaramuzza, Davide";Granted;2017-09-04T00:00:00Z;;Visual Inertial Odometry with an Event Camera;Patent;https://data.epo.org/publication-server/rest/v1.0/publication-dates/20190306/patents/EP3451288NWA1/document.pdf;2017;E24BB3F8-9CF0-4FB6-9D0D-4ADADF351A23
190870;;;;;;;;;;;"The Nowcasting Lab website.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://nowcastinglab.org/;;C2EA3F14-3F20-416C-9A41-78BD3A86D795
156746;Begutachtung von Projekten;;;;;;;;;Other administration / public sector;Volkswagenstiftung;Expert/reviewer activity;;2015;C4F44DEC-6FBD-4562-A663-25F8BC0221E7
190903;;;;;;;;;;;Denkbilder Filmproduktion;Start-up;https://denkbilder.ch/?page_id=5&lang=de;2021;56EB1A9D-F2B0-40FF-8ABC-7538AE9CA122
156746;;Staudinger, Philipp;;Companies;;16/127669;IBM;Pending;2018-01-05T00:00:00Z;;Fabrication of semiconductor substrates;Patent;;2018;9D443FCC-BA70-49F9-B510-2E94367B20F0
149436;;;;;;;;;;;C - mfree_iwf/ul_cut_gpu;Software;https://github.com/mroethli/mfree_iwf-ul_cut_gpu;2018;2C6CE982-F7F2-4B40-9C3A-D19E68033ADA
166172;;;;;;;;;;;Design and implementation of algorithm to improve geographic placement of refugees in collaboration with State Secretariat for Migration.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://apolitical.co/en/solution_article/switzerlands-new-algorithm-could-get-up-to-30-more-refugees-into-work;;A7D098E3-6992-4B0E-8E8D-D5D8D4E6ACC3
134546;Reviewing and evaluation of research proposals.;;;;;;;;;;German-Israeli Research Foundation;Expert/reviewer activity;;2011;3C3A41B8-E735-47FC-A218-E0F09DCC9C5C
134546;;Thévenaz, Luc;;Research institution;;WO 2012156978 A1;Bar Ilan University, Ecole Polytechnique Federale De Lausanne;Granted;2012-05-17T00:00:00Z;;Distributed sensing employing stimulated Brillouin scattering in optical fibres;Patent;https://www.google.com/patents/WO2012156978A1;2012;1ECFEABD-61E8-4151-A207-DA8190860643
140780;;Auwerx, Johan;;Research institution;;"WO2013024467 ";Houtkooper R, Mouchiroud L, Auwerx J, inventors;Granted;2013-02-21T00:00:00Z;;"Mitochondrial ribosomal proteins as aging regulators. ";Patent;;2013;7EB7B84F-A46D-420E-82BA-1DB5F6AEF9AE
153174;;;;;;;;;;;distortcorrect (computer vision correction algorithm for scanning probe microscopy image correction, available as open source code in python);Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/paruch-group;;03E5FDB1-4C9A-46F7-B52B-3741DD132DA5
143203;;;;;;;;;;;"Matériel pédagogique et conférence dans le cadre de la formation continue: 
Salzbrunn, Monika, 2013: A la découverte des rites funéraires en Suisse et ailleurs.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://etalk.bookapp.com/?dir=Salzbrunn#0;;E1DD05A8-6FE4-475A-974A-B8B7D06899E8
165517;Råman Vinnå L., D. Bouffard, N. Dubois, M. Hilbe, R. Käser und A. Wüest (2017). Seewasserentnahme im Bielersee - Gibt es eine ideale Position? Aqua & Gas - Fachzeitschrift für Gas, Wasser und Abwasser 97(9): 14 - 20.;;;;;;;;;Other administration / public sector;ESB Biel;Expert/reviewer activity;;2017;A4CDDFB2-E08B-4837-B1D0-D7924E434B03
152614;;;Other;;;;;;;;Complex II respiration markers of anxiety and use thereo;Licences (software and other);;2016;8A68B8ED-AE1A-4520-94ED-601D9848A059
119779;;Wang, Hao;;Research institution;2015-09-03T00:00:00Z;WO2015128490-A1;ETH ZUERICH, UNIV ZUERICH;Granted;2015-02-27T00:00:00Z;;Method of multiplexed imaging of tissue sample by mass cytometry with sub-cellular resolution, by subjecting cells of labeled tissue sample to laser ablation with subcellular resolution at multiple known locations to form multiple plumes;Patent;;2015;91A0461B-19F2-4EE8-AD26-7F1144BCA7B1
119779;;"Grolimund, Daniel; Wang, Hao";;Research institution;2014-09-25T00:00:00Z;WO2014147260-A1;ETH Zuerich;Granted;2014-03-24T00:00:00Z;;Ablation cell for laser ablation of sample material has sample chamber is configured to receive a sample in state which enables laser beam to enter sample chamber through lateral window and lateral opening and to impinge on sample surface;Patent;;2014;28AF4E24-100D-4F81-A9BC-883DACB3DB7C
141215;;;;;;;;;;;"Website documenting and accessing the GlycoDigest tool for download. GlycoDigest performs the theoretical digest of glycan molecules with a selected set of exo-glycosidases and links all input or output structures with UniCarbKB structures. It is also integrated in UniCarbKB and in GlycoBase (http://glycobase.nibrt.ie) developed by our Irish collaborators.
(in 2015, a web interface of the tool was released:http://glycoproteome.expasy.org/glycodigest/)";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://glycoproteome.expasy.org/glycodigest/;;E3D3A779-AED2-406A-9D3E-FA121C6450D7
190624;;Wildhaber, Reto;;Research institution;;20190962.9-1122;Berner Fachhochschule;Pending;2020-08-13T00:00:00Z;;Catheter comprising a felxible flat cable and fpcb and method for prodicing it;Patent;;2020;348D0D66-B8FD-4DB8-929A-2EF8D721679E
