GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
129665;2012-05-03T00:00:00Z;15. Pink Apple schwullesbisches Filmfestival Zürich;Uhlmann, Matthias;Zürich, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);http://www.pinkapple.ch/de/2012/news/2012-05-11-1015-gaeste-am-donnerstag.html;BFA4BE14-2CCA-42F3-A20E-050986D2631A
129665;2016-06-16T00:00:00Z;"Der Wunschlose: Prinz Max von Baden und seine Welt (Konzept, Recherche, Kuratierung) ";Gerber, Adrian;Karlsruhe, Germany;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://www.landesarchiv-bw.de/web/60636;F3748DAA-2404-4930-9D3F-2913BB91F5AB
129665;2014-10-21T00:00:00Z;Nacktheit, Erotik und Sex in Schweizer Kinos. Zum Wandel der Filmzensur zwischen 1945 und 1970;Uhlmann, Matthias;Thun, Switzerland;Other administration / public sector;Talk;http://www.kgt-thun.ch/index.php?seite=sites/site.php&siteID=47&navID=7#vortrag;F0A234E7-0721-4DD4-A311-512C54B44A19
138451;2014-11-03T00:00:00Z;Hans-Fischer-Symposium;Groettrup, Marcus;München, Germany;Other foundations / NGOs;Talk;http://hans-fischer-gesellschaft.de/hans-fischer-symposium/;7B8C554A-4D7C-4BBB-A58E-069969EBB1EF
138451;2013-07-06T00:00:00Z;3rd Heidelberg Forum of young life scientists;Groettrup, Marcus;Heidelberg, Germany;Other administration / public sector;Talk;http://www.life-science-forum-hd.de;061E2FFC-7395-42F4-A19F-2BE4821E9B5F
179491;2022-04-25T00:00:00Z;How to use the EICAT standard to assess environmental impacts of alien species;;Quito, Ecuador;Other foundations / NGOs;Self-organised;;239D582C-17CB-4DC1-899E-ADCBAB862E8B
120121;2010-04-01T00:00:00Z;Master project (4 months) of Florian Ryffel, MSc in Biology, Major Microbiology and Immunology, ETH Zürich;;Zürich;Education;Self-organised;http://www.biol.ethz.ch/education/mscbiology/researchprojects/index;FD7B1491-F6B5-4BF5-91F1-AD87F15A8946
120121;2009-10-01T00:00:00Z;Master project (4 months) of Peter Kupferschmied, MSc in Biology, Major Microbiology and Immunology, ETH Zürich;;Zürich;Education;Self-organised;http://www.biol.ethz.ch/education/mscbiology/researchprojects/index;BB162D08-6FE1-497B-BDCA-61E4A0079DBD
120121;2008-11-01T00:00:00Z;Block course projects of Biology BSc students (5 per year, 2008-2011) , ETH Zürich;;Zürich;Education;Self-organised;http://www.biol.ethz.ch/education/bscbiology/block/index;98F86B2E-AC1F-46BC-91FD-0D06938F871B
162442;2017-04-13T00:00:00Z;"Forschungslunch, Hat Bargeld ausgedient? Virtuelle Währungen und ihre rechtliche Einordnung ";Bärtschi, Harald;Winterthur, Switzerland;Other administration / public sector;Talk;;39B2B9AB-78BA-438F-A02B-B1447B4EA613
162426;2016-11-05T00:00:00Z;Ausstellung: Grosse Mythen – Kleine Mythen;Stähli, Noëmie;oxyd Kunsträume, Winterthur, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;055FBD64-2EAC-404C-934B-33FB18F05CA2
162426;2020-01-30T00:00:00Z;Kollektive Residency Teil 1 ÜBER/BRÜCKEN, Co-Kuratorin des Projekts;Wolf, Julia;Fundaziun Nairs – Künstlerhaus, Kunsthalle, Kulturlabor, Scuol, Switzerland;Other foundations / NGOs;Workshop;;86DAABC1-2053-4980-AECE-61993A70D19C
162426;2017-11-13T00:00:00Z;Affect Me. Social Media Images in Art;Chabr, Irene;Kai10/Arthena Foundation, Düsseldorf, Germany;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://www.kaistrasse10.de/ausstellungen/affect-me-social-media-images-in-art.html;36B12840-D5D2-4052-A070-3598BCE6524C
176119;2018-06-26T00:00:00Z;"Master de l’institut des sciences du sport La relation entre activité physique, aptitude physique aérobie, force musculaire globale et la santé métabolique chez des femmes avec un diabète gestationnel, ";Puder, Jardena;Lausanne , Switzerland;Industry / private companies;Talk;;0CCE862E-E418-474F-98A7-B192EFC60E21
176119;2021-05-07T00:00:00Z;Formation « Diabète gestationnel » au « Diabète : Update Refresher », Lausanne;Puder, Jardena;Lausanne , Switzerland;Other administration / public sector;Talk;;60620991-F2CC-4F77-A379-62B2DAED9099
176119;2021-04-22T00:00:00Z;Webinar: “Diabetes and pregnancy” FOSPED, Swiss Endocrine Society;Puder, Jardena;Lausanne , Switzerland;Other administration / public sector;Talk;;EB8FF14A-F97B-4F56-86A5-364A04B97928
176119;2020-10-27T00:00:00Z;Formation « Diabète gestationnel » au « Diabète : Update Refresher », Lausanne;Puder, Jardena;Lausanne , Switzerland;Other administration / public sector;Talk;;78429ED6-6DFE-4653-968E-61B6D88A9C9F
156710;2021-12-07T00:00:00Z;Fachschaftstag PPP Kanton Bern;Hascher, Tina;Bern, Switzerland;Other administration / public sector;Talk;;84CFEED8-ECB4-4164-B31C-E0C0078221E9
179303;2020-02-03T00:00:00Z;Kurse der Trainerbildung Schweiz im Bereich Trainerpersönlichkeit und Selbstmanagement mit Elementen aus dem Forschungsprojekt;"Birrer, Daniel; Röthlin, Philipp";Magglingen, Switzerland;Industry / private companies;Workshop;https://ausbildungsplaner.ch/;C6D29B26-71BA-4DDA-827C-0AF5740D31B4
179303;2020-10-19T00:00:00Z;Magglinger Trainertagung 2020 / Swiss Olympic Science Award 2020;"Birrer, Daniel; Röthlin, Philipp; Stephan, Horvath";Magglingen, Switzerland;Industry / private companies;Poster;https://www.swissolympic.ch/dam/jcr:93be4d9f-41fd-411f-a381-ca4867a1c352/Book_of_Posters_2020_A4h_def_WEB.pdf;55A2FA41-FA7B-4603-9538-E1FBCD3B95DB
162711;2019-12-12T00:00:00Z;"Multiprofessionelle Kooperation für eine erfolgreiche Tagesschule. Vortrag vor Leitungspersonen in Schulen des Schulkreises Waidberg ";Scholian, Andrea;Zürich, Switzerland;Other administration / public sector;Talk;;DC7402BE-C1BA-4B7E-B581-F204AD651702
149345;2016-01-25T00:00:00Z;Gestural Music – Moving Music II, Concert;;Zurich University of the Arts, Switzerland;Other administration / public sector;Self-organised;;98DAE728-C5DD-4FD2-AFEA-9EB78635B6E4
149345;2015-01-26T00:00:00Z;Gestural Music – Moving Music, Concert;;Zurich Universty of the Arts, Switzerland;Other administration / public sector;Self-organised;;417AD47E-481E-4B71-B0D3-C61BF39DE46B
146042;2016-08-18T00:00:00Z;Swiss Congress for Health Professions;Longchamp, Philippe;Lugano, Switzerland;Other administration / public sector;Talk;http://www.schp.ch/;B2399077-8410-48CC-B8A8-9F543E267688
182199;2019-11-29T00:00:00Z;Conversing with Leaves;Orlow, Uriel;Kunsthalle Mainz, Germany;Industry / private companies;Performances, exhibitions (e.g. for education institutions);https://kunsthalle-mainz.de/en/exhibitions/archive/18;ED498CCA-D365-49FC-97B6-F32763CDDC33
182199;2020-07-25T00:00:00Z;Earthkeeping / Earthshaking;Orlow, Uriel;Galeria Quadrum, Lissabon, Portugal;Industry / private companies;Performances, exhibitions (e.g. for education institutions);https://galeriasmunicipais.pt/en/exposicoes/earthkeeping-earthshaking-art-feminisms-and-ecology/;2E00B972-6BBB-4E6F-8260-758846C6A465
182199;2020-02-26T00:00:00Z;Learning from Artemisia;Orlow, Uriel;La Loge, Brüssel, Belgium;Industry / private companies;Performances, exhibitions (e.g. for education institutions);https://www.la-loge.be/project/learning-from-artemisia;BF68D80C-B0C9-4E73-AD87-C528721DDC3E
155997;2016-06-13T00:00:00Z;Norwegian PhD Network on Nanotechnology for Microsystems;Amstad, Esther;Trondheim, Norway;Other administration / public sector;Talk;;C440600A-7A52-43BC-BBC9-1FD0FE0DFDC7
140571;2014-02-07T00:00:00Z;Behavioral Change in Organizations: Words vs. Money;Weber, Roberto;Gottleib Dutweiler Institut, Switzerland;Industry / private companies;Talk;;0A46EE3A-9F0D-4F83-B2B4-9E13890CBD32
129665;2011-03-07T00:00:00Z;Geschmacklos und grell. Filmplakate um 1910 aus dem Plakatfund im Zürcher Kino Radium;;Zürich, Switzerland;Other administration / public sector;Self-organised;;C7950D75-920F-46D9-A7AE-8170E6B7A4FA
129665;2010-08-02T00:00:00Z;Digitalisierungsprojekt der Zeitschrift 'Kinema' (1911-1919);;Bern, Switzerland;Other administration / public sector;Self-organised;http://retro.seals.ch;AE501DF0-D995-495E-A007-D0B820DD492B
159154;2016-06-25T00:00:00Z;GR-EAT. The impact of Greek Eating Culture in Western Mediterranean, 6th - 3rd BC;Mistireki, Aleksandra;EXPO 2015 Mailand, Italy;Other administration / public sector;Poster;;7CE98DE3-138F-4D9E-AE2F-27A108E95781
187612;2020-09-10T00:00:00Z;Trauma in Children and Adolescents;;Halesowen, Great Britain and Northern Ireland;Other foundations / NGOs;Self-organised;;CC86654A-97CC-4550-968D-00620DD3F65B
161988;2017-02-20T00:00:00Z;Poales diversity and identification practical for MSc students;Sylvester, Steven;Royal Botanic Garden Edinburgh, Great Britain and Northern Ireland;Other administration / public sector;Workshop;;647105C4-DFD7-4165-8C2C-2606874DC4B0
171318;2017-02-07T00:00:00Z;ETH - Tag MNG Rämibühl;Kremer, Katrina;Zürich, Switzerland;Other administration / public sector;Workshop;;FE26F16B-9A4C-4D24-ACB8-50A5F73BB068
165278;2017-03-07T00:00:00Z;"Workshop on Additive manufacturing (3D Printing) of materials ";Zou, Yu;Boston, United States of America;Industry / private companies;Workshop;;20EE75E9-40A5-4F20-BB20-02300F2BAFCD
178443;2018-09-26T00:00:00Z;Massachusetts walks again - Spinal Cord Injury Awareness Day;Engmann, Anne Katrin;Boston, MA, United States of America;Other administration / public sector;Talk;;1A51629C-18B2-4EBF-9FB9-293BBF0C5492
187745;2020-09-01T00:00:00Z;Environmental problems and issues: University of Edinburgh;Phelps, Leanne;University of Edinburgh, Great Britain and Northern Ireland;Other administration / public sector;Talk;;2C99B055-2EDB-4620-B9D9-2ABD9959A057
187745;2020-10-27T00:00:00Z;CHANS: Newcastle University;Phelps, Leanne;Newcastle, virtual, Great Britain and Northern Ireland;Other administration / public sector;Talk;;F4235207-31C6-47C7-8DF3-828F7D08AC3B
127319;2011-09-04T00:00:00Z;Ein guter Anfang. Junge Forschende doktorieren an der Universität Luzern fremdfinanziert und in vernetzten Projekten - ein Gespräch;;Luzern, Univeristät, Switzerland;Other administration / public sector;Self-organised;;C9E2F2F6-2AD6-4419-AA52-000B24493F2F
134875;2015-11-03T00:00:00Z;Communication and work coordination in clinical settings;González-Martínez, Esther;Institut für Hausartzmedizin-UniversitätsSpital Zürich, Switzerland;Other administration / public sector;Talk;;4DFD92DD-C7E3-4131-9064-A0BC58C9E82F
174870;2019-06-22T00:00:00Z;Cum să încurajăm copiii să devină bilingvi (How to raise bilingual children);Bentea, Anamaria;Romagic, Miltoncross Academy, Portsmouth, Great Britain and Northern Ireland;Other foundations / NGOs;Talk;https://www.facebook.com/events/471053747034445/;060B6291-D5A4-4965-98CC-6AD99A0DCDBC
178367;2018-06-08T00:00:00Z;Les pratiques de la laïcité;Schwab, Aurore;Maison des Associations, Genève, Switzerland;Other administration / public sector;Talk;;BC2E2BF2-2D83-4BE9-95CD-E51631E308A5
142989;2016-09-07T00:00:00Z;Mini.Symposium Plan Biotechnology;;Wädenswil, Switzerland;Industry / private companies;Self-organised;;9F01C425-E358-4461-A178-6B8FC4345DCD
129987;2012-10-16T00:00:00Z;Molecular Imaging;;Harvard, Boston, MA, US, United States of America;Other foundations / NGOs;Self-organised;;E7873374-30F1-4FE5-9EE4-4D3E1A91854C
159520;2018-02-20T00:00:00Z;Plant Pathology IV Systemmanagement im modernen Pflanzenschutz;;ETH Zurich, Switzerland;Other administration / public sector;Self-organised;http://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=120755&semkez=2018S&ansicht=KATALOGDATEN&lang=en;F4912A48-EB69-4ED3-B5D4-F5712873A80F
166047;2017-09-23T00:00:00Z;"Week-end des adhérents de l’association Williams, France ";Barisnikov, Koviljka;Mûr de Bretagne, France;Other foundations / NGOs;Talk;;FA7D89AD-D254-4079-8102-C8CD0CCA29E9
129556;2015-09-15T00:00:00Z;Wirtschaftspolitisches Zentrum, Newsletter;;Wien, Austria;Other administration / public sector;Self-organised;https://www.wpz-fgn.com;118BF7B3-64A3-46BF-8AC6-4ACA501ABC18
126028;2012-01-27T00:00:00Z;Basler Naturschutztagung;;Basel;Education;;;93D843BE-5530-4E24-99D6-47C68BD92344
149273;2017-04-26T00:00:00Z;Poster presentation at the 50th anniversary of the Institute of Social Anthropology;"Dale, Cyprianus Jehan Paju; Gerlach, Christian; Rui, Noëmi; Van Eeuwijk, Peter; Znoj, Heinzpeter; Zurschmitten Raaflaub, Sabine";University of Bern, Switzerland;Other administration / public sector;Poster;;9D146E0A-728B-4E58-BE46-77B7F4DCF9C1
149234;2014-04-12T00:00:00Z;European F-Elements Network (EUFEN3);"Daul, Claude A.; Ramanantoanina, Harimbola";Nürnberg, Germany;Other administration / public sector;;;8F83B377-3981-4619-91C3-4B3D37A302D1
149234;2014-02-15T00:00:00Z;Swiss Association of Computational Chemists SACC;"Daul, Claude A.; Ramanantoanina, Harimbola";Basel, Switzerland;Other administration / public sector;;;DB6C910E-720B-44A8-AB05-986CFC51846B
130052;2011-03-16T00:00:00Z;GISP - Geneva International Student Program;;Genève;Education;;;1000C088-5725-4D6C-B9F4-6AE1FE1D01B2
162446;2018-04-06T00:00:00Z;"""Burning Progeny"" Dine-around at Burning Man European Leadership Summit ";St John, Graham;Nantes, France;Other foundations / NGOs;Workshop;;2A15AD73-662A-4DC9-9384-E686C1334B59
143958;2015-11-30T00:00:00Z;United Nations Conference on Climate Change COP 21;"Maeder, Marcus; Zweifel, Roman";Le Bourget, Paris, France;Other foundations / NGOs;;http://www.wsl.ch/medien/news/cop21_zweifel/index_EN;412B1A4C-7938-4A5E-8142-B737007CE509
143958;2014-09-14T00:00:00Z;SMC/ICMC Conference 2014 Athens: Installations;"Maeder, Marcus; Neukom, Martin";National Museum of Contemporary Art, Athens, Switzerland;Other administration / public sector;;http://blog.zhdk.ch/marcusmaeder/2014/09/21/trees-pinus-sylvestris-at-smc-icmc-conference-athens/;59EBB043-9CED-4E8F-98C5-112C14D114F0
130344;2012-08-25T00:00:00Z;Lesbisch-queerfeministisches Leben in Bewegung;Nay, Yv Elvin;Zürich, Switzerland;Other foundations / NGOs;;;38D2004A-D4EE-4AF7-A549-3D0280A6847C
130344;2012-04-29T00:00:00Z;Transgender Parents: Pregnant Man is not an Oxymoron;Nay, Yv Elvin;" Lloret de Mar, Spain";Other foundations / NGOs;;;48A8A0B8-BB10-4039-8ACE-E5613A40A595
165798;2019-09-13T00:00:00Z;Szenarien der Mehrsprachigkeit: Sprache und Migration;Schmid, Stephan;Zürich, Switzerland;Other administration / public sector;Workshop;https://www.linguistik.uzh.ch/de/easyling/zursprache.html;1A11E2D5-CF2F-4CE8-979C-8A4723C5BEE9
165798;2018-11-15T00:00:00Z;Studie zur Jugendsprache: erste Resultate;;Zürich, Switzerland;Other administration / public sector;Self-organised;;AF3A0188-6C34-4A6A-8C36-E4892F6F8D49
146632;2015-03-16T00:00:00Z;Seminar Hochschule für Life Science (FHNW);Guzman, Raphael;Muttenz, Switzerland;Other administration / public sector;Talk;;0555B56A-DD2F-4A82-9BF5-8FC87E04668D
160355;2019-06-06T00:00:00Z;Young Carers – betreuende Kinder und Jugendliche in der Schweiz. Kontaktstelle Selbsthilfe Kanton Solothurn;"Frech, Marianne; Leu, Agnes";Solothurn, Switzerland;Other administration / public sector;Talk;;FE76BA69-2161-4687-8856-8B9E41EDA9DC
160355;2017-06-13T00:00:00Z;"Pflegende Kinder, Jugendliche und junge Erwachsene in der Schweiz Young Carers & Young Adult Carers. Austauschtreffen Gesundheitsförderung ";Leu, Agnes;Bern, Switzerland;Other foundations / NGOs;Talk;;E0B5062E-5C32-4CFD-9478-101393B4E560
160355;2017-08-30T00:00:00Z;Family Care entlang der Lebensspanne. Pro Infirmis;Leu, Agnes;Zürich, Switzerland;Other foundations / NGOs;Workshop;;BD156FE3-3496-4613-8429-698C759D8C93
160355;2019-07-11T00:00:00Z;Young Carers in der Schweiz. Lehrabschlussfeier Spicura;Leu, Agnes;Zürich, Switzerland;Other administration / public sector;Talk;;E29FDCDE-EAE1-4207-AB2C-E6797485EEBE
160355;2017-12-07T00:00:00Z;Young Carers: Kinder und Jugendliche mit Betreuungs- und Pflegeaufgaben. Jubiläumsanlass: Forschungslunch;"Jung, Corinna; Leu, Agnes";Careum Campus, Zürich, Switzerland;Other foundations / NGOs;Talk;;78BE18F5-8F7A-4CEF-B39D-E7F08E8B4BBA
146944;2015-11-12T00:00:00Z;JOM (journée oser les métier) La biologie des tissues et cellules;Luther, Sanjiv;Epalinges, Switzerland;Other administration / public sector;Talk;;A5832815-BAF8-4C37-80E3-66CBBDD534B7
166400;2019-06-01T00:00:00Z;"Note: As Artistic Research methods, events listed in ""Academic Events"" are also Knowledge Transfer and Public Communications Events";"Allen, Jamie; Howse, Martin; Ibach, Merle; Kemp, Jonathan";Basel, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;F7AF1E26-3752-40DA-945A-8C10C0FB1E58
182398;2019-04-15T00:00:00Z;Tree stories - an exhibition at WSL;;WSL, Switzerland;Other administration / public sector;Self-organised;https://dendro-expo.wsl.ch/en/index.html#tabelement1-tab2;67F40C56-6C63-4710-8A1E-11D5C1BCB6B4
173281;2018-06-20T00:00:00Z;Séminaire sur la diffusion des Polluants et des bactéries de résistances aux antibiotiques en milieux aqueux;;University of Kinshasa, Congo Democratic Republic (formerly Zaire);Other administration / public sector;Self-organised;;32E32DDA-2B0E-4AEF-9DB9-15426FAADDC0
143247;2013-06-07T00:00:00Z;Novartis Seminar;Winssinger, Nicolas;Basel, Switzerland;Industry / private companies;Talk;;2DBF79F2-66E9-4DE8-8B5D-14422A942169
143247;2014-09-22T00:00:00Z;Actelion Pharmaceuticals Seminar;Winssinger, Nicolas;Basel, Switzerland;Industry / private companies;Talk;;F56D5EDC-0D11-4281-8CBA-E8E33ABA1FF3
160811;2018-09-26T00:00:00Z;ICT for Inclusion;Ebling, Sarah;St. Gallen, Switzerland;Other foundations / NGOs;Talk;;3ED946A7-E5BB-4F10-A367-E833B2BBB649
160811;2017-06-16T00:00:00Z;Menschen mit Behinderung in der Welt von morgen;Ebling, Sarah;Zurich, Switzerland;Other foundations / NGOs;Poster;;7EF4DC06-2FC8-43B5-B101-154E63D1C596
160811;2019-06-15T00:00:00Z;Internet & Code pour les filles;Tornay, Sandrine;Martigny, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;989A8AB9-AB07-4F34-AEB0-B61E338DC468
171811;2017-03-20T00:00:00Z;Challengins Historical Assumptions;Naef, Céline;New York, United States of America;Other administration / public sector;Talk;;40882EF2-4A4D-439D-A10D-CDC0D9813E9D
156331;2016-03-21T00:00:00Z;Montreux International Business Club;Courtine, Grégoire;Montreux, Switzerland;Industry / private companies;Talk;;D8BEF42A-B5AB-46D5-A659-2954590B18FE
185692;2022-08-01T00:00:00Z;Di cosa sono fatte le Galassie;De Cia, Annalisa;Feltre, Italy;Other foundations / NGOs;Talk;http://www.rheticus.it/2020/07/26/sabato-1-agosto-2020-ore-21-al-centro-astronomico-di-feltre/;A9A61FBF-8E2D-4227-83AC-05F51DF29EB6
