DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
"";"Bochicchio, Davide; Capelli, Riccardo; Doni, Giovanni; Empereur-Mot, Charly; Pavan, Giovanni M.; Perego, Claudio; Pesce, Luca";"  10.5281/zenodo.5047177";2021-06-30T00:00:00Z;https://zenodo.org/record/5047177#.ZF4DvY5ByV5;Zenodo;"Research data supporting: ""Swarm-CG: Automatic Parametrization of Bonded Terms in MARTINI-Based Coarse-Grained Models of Simple to Complex Molecules via Fuzzy Self-Tuning Particle Swarm Optimization""";CF74644A-39D7-4059-B0EB-568D06A26FDC;183336
Dieser Band versteht das literarische Verfahren der abbreviatio als einen bewussten Vorgang der Reduktion und als eine sinnstiftende Tätigkeit des Verdichtens umfangreicherer Bezugstexte. Er führt interdisziplinäre sowie komparatistische Perspektiven auf das rhetorisch-poetische Prinzip der Kürzung zusammen und arbeitet so über einzelne Textsorten hinausgehende Formen und Funktionen heraus.Anhand der Analyse antiker, mittelalterlicher und frühneuzeitlicher Texte profilieren die Beiträge systematische und historische Aspekte der literarischen Kürzung im Spannungsfeld von Latinität und Volkssprache.;"Frick, Julia; Grütter, Oliver";DOI 10.24894/978-3-7965-4217-6;2021-06-10T00:00:00Z;https://www.schwabeonline.ch/schwabe-xaveropp/elibrary/start.xav#__elibrary__%2F%2F*%5B%40attr_id%3D%27978-3-7965-4217-6_productpage%27%5D__1623675074193;Schwabe Verlag eLibrary;abbreviatio. Historische Perspektiven auf ein rhetorisch-poetisches Prinzip;820A6C9F-869F-4ADF-B792-FD9207F3348F;201449
Depuis la nuit des temps, les ancêtres des Africains ont voulu dompter la force du conflit par le consensus issu du dialogue ndaroïque.;Cubaka Cishugi, Nicolas;10.24894/978-3-7965-4430-9;2021-08-01T00:00:00Z;https://www.theoafricaine.ch;Théologie africaine;Se réconcilier au nom de la vie - Approche traditionnelle africaine de résolution des conflits au service de la réconciliation sociale et ecclésiale. Cas du Ndaro chez les Bashi de la République démocratique du Congo.;76642E3B-5C0C-4AF1-8BEF-3F86C36F8F0F;203720
Intitulée « TROISIÈME TESTAMENT » ET NOUVELLE ÉVANGÉLISATION. L’autobiographie comme composante analogique de la Révélation. De l’hypothèse d’une théologie autobiographique à une pastorale autobiographique d’évangélisation, et composée de sept chapitres pour une longueur d’environ 800 pages, la thèse de Massimiliano Scalici est destinée à un public varié du fait du sujet envisagé, à savoir l’autobiographie. Bien qu’exploré foncièrement sous l’angle théologique, ce thème suscite l’intérêt de diverses disciplines humaines. De fait, ce travail est entièrement traversé par une approche interdisciplinaire impliquant d’autres domaines scientifiques à côté de la théologie, notamment la narratologie, les théories autobiographiques (P. Lejeune, G. Gusdorf, D. Demetrio), la rhétorique (U. Eco), la philosophie du récit (P. Ricœur) et la pédagogie concernant l’éducation des adultes (andragogie). Au long de la phase dogmatique de la recherche se déployant dans la première et la deuxième partie, le débat théologique sur la dimension narrative de la Révélation divine s’enrichit des apports de théologiens importants, tels H.-U. von Balthasar, E. Jüngel, J. Ratzinger, Y. Congar et C. Theobald. À l’intérieur de la thèse, un précieux chapitre est consacré entièrement à une analyse du Petit Prince d’Antoine de Saint-Exupéry menée sur un registre autobiographique à proprement parler, et appliquant, de manière originale, les trois mimèsis de la philosophie du récit de P. Ricœur. Enfin, dans la troisième partie, constituant le moment pastoral de la recherche, l’auteur envisage le thème de l’évangélisation. Ici, avant de déboucher sur la proposition du « Cénacle autobiographique », il reporte, telle une petite « autobiographie intellectuelle », l’interview d’A. Binz, un ancien professeur suisse de théologie pastorale et de pédagogie religieuse des adultes, et pionnier en Europe de l’approche autobiographique en pastorale. Couronnement pragmatique de sa recherche-action, les « cénacles » ou cercles autobiographiques attestent l’expérience de Massimiliano Scalici avec des personnes adultes appartenant à trois milieux sociaux et ecclésiaux différents : fidèles d’une paroisse, agents pastoraux engagés dans la Caritas d’un diocèse et personnes détenues. Les ateliers autobiographiques, rapportés au dernier chapitre, témoignent de l’implication marquante des « cenacolisti » (les participants aux cercles autobiographiques) et des avantages formatifs, thérapeutiques et performatifs dégagés par la méthode autobiographique relativement à l’aspect anthropologique et pédagogique de la foi chrétienne et de l’annonce. Car, finalement, à l’intérieur de ces cénacles, jouant sur les langages autobiographiques et synesthésiques, l’unique Évangile que le Seigneur, en plus de le confier aux apôtres et aux évangélistes, a inscrit également dans les cœurs mêmes des hommes, jaillit sous un autre mode, proprement le mode analogique qu’est le « troisième Testament ».;Scalici, Massimiliano;10.24894/978-3-7965-4357-9;2021-05-08T00:00:00Z;https://www.schwabeonline.ch;Schwabe eLibrary;Données output du subside 10BP12_202528: « Troisième testament et nouvelle évangelisation ». L’autobiographie comme composante analogique de la Révélation. De l’hypothèse d’une théologie autobiographi;43B1211C-A3FD-493C-AEFC-0EB96055F167;202528
"Raw data and excel elaboration spreadsheets for the research article entitled ""Light-switchable buffers"" (Angew. Chem. Int. Ed. 2021, accepted)";"Berton, Cesare; Busiello, Daniel Maria; Fadaei‐Tirani, Farzaneh; Pezzato, Cristian; Scopelliti, Rosario; Severin, Kay; Zamuner, Stefano";10.1002/anie.202109250;2021-09-27T00:00:00Z;https://zenodo.org/record/5188676;Zenodo;Dataset for Light‐Switchable Buffers;A6F48036-4BBD-47F4-8500-E639AC6ABE80;180008
Source code of the reference frame optimization.;Günther, Tobias;https://github.com/tobguent/optimal-frames;2019-07-24T00:00:00Z;https://github.com/tobguent/optimal-frames;optimal-frames;optimal-frames;ECE707C9-05B8-4B53-A6FC-EA69577813C2;180114
These data are not available for confidentiality reasons. They will be freely available after the acceptance of our and publication of our manuscript in Nature Communications.;Nlandu Khodo, Stellor;GSE225545;2023-02-17T00:00:00Z;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225545;Gene Expression Omnibus;Intrinsic TGF-b Signaling Attenuates Proximal Tubule Mitochondrial Injury and Inflammation in Chronic Kidney Disease;4088C475-9FF1-4718-A177-F6C5D064A76E;179916
"";"Haring, Kelian; Hebbar, Aditya; Karateev, Denis; Meineri, Marco; Penedones, Joao";https://doi.org/10.5281/zenodo.7308006;;https://zenodo.org/record/7308006#.ZDW8_OxBz8E;Zenodo;Numerical data for scattering amplitudes of photon in d=4.;DAD95F4A-1583-403E-A1F5-4F8811BE17A2;193472
RNA-binding proteins are instrumental for post-transcriptional gene regulation, controlling all aspects throughout the lifecycle of RNA molecules. However, transcriptome-wide methods to profile RNA-protein interactions in vivo remain technically challenging and require large amounts of starting material. Herein, we present an improved library preparation strategy for crosslinking and immunoprecipitation (CLIP) that is based on tailing and ligation of cDNA molecules (TLC). TLC involves the generation of solid-phase cDNA, followed by ribotailing to increase the efficiency of subsequent adapter ligation. These modifications result in a streamlined, fully bead-based library preparation strategy, which eliminates time-consuming purification procedures and drastically reduces sample loss, allowing the profiling of RNA-protein interactions from as few as 1000 cells.In the accompanying manuscript, we have applied TLC-CLIP to four endogenous RNA-binding proteins, demonstrating its reproducibility and improved precision due to a higher number of crosslinking-induced deletions that serve as an intrinsic quality metric and increase both specificity and nucleotide-resolution.;Ernst, Christina;dx.doi.org/10.17504/protocols.io.rm7vzywr4lx1/v1;2023-05-10T00:00:00Z;http://dx.doi.org/10.17504/protocols.io.rm7vzywr4lx1/v1;protocols.io;TLC-CLIP Protocol;76E9E575-629F-4535-B6A4-158546196EB1;202048
The Late Jurassic ‘Solnhofen Limestones’ are famous for their exceptionally preserved fossils, including the urvogel Archaeopteryx, which has played a pivotal role in the discussion of bird origins. Here we describe a new, non-archaeopterygid avialan from the Lower Tithonian Mörnsheim Formation of the Solnhofen Archipelago, Alcmonavis poeschli gen. et sp. nov. Represented by a right wing, Alcmonavis shows several derived characters, including a pronounced attachment for the pectoralis muscle, a pronounced tuberculum bicipitale radii, and a robust second manual digit, indicating that it is a more derived avialan than Archaeopteryx. Several modifications, especially in muscle attachments of muscles that in modern birds are related to the downstroke of the wing, indicate an increased adaptation of the forelimb for active flapping flight in the early evolution of birds. This discovery indicates higher avialan diversity in the Late Jurassic than previously recognized.;"Foth, Christian; Rauhut, Oliver WM; Tischlinger, Helmut";https://doi.org/10.7554/eLife.43789.027;2019-05-14T00:00:00Z;https://elifesciences.org/articles/43789/figures#files;eLife;A non-archaeopterygid avialan theropod from the Late Jurassic of southern Germany;873B6179-9339-4832-8EA0-EC14E1D6D8BC;174040
La position particulière de l’art vidéo - inscrit dans l’art, partageant une mêmetechnique avec d’autres domaines, tout en reposant sur des spécificités fortes,contemporain mais déjà dépassé - en fait un terrain idéal pour ausculter la narrationde l’art, et plus largement sa construction sociale. Ce livre propose de considérerles catalogues et les affiches d’exposition, les articles, les dépliants, les documentsde travail ou encore la correspondance comme moteurs de la formation d’un art.Usant d’un appareil conceptuel alliant sociologie de la connaissance, sociologiede l’art et histoire de l’art, il s’arrête sur les deux premières expositions muséalesd’art vidéo en France et en Suisse afin d’en fournir la première étude approfondie.Les discours que ces manifestations ont produits font l’objet d’une lecture rapprochéeafin de faire ressortir les termes employés, les champs lexicaux formés, lesstratégies discursives élaborées pour expliquer et justifier la tenue d’une expositionde vidéos dans un musée municipal. Dans un second temps, le propos abordeles contextes de production de ces discours et le rôle joué par les institutions etles auteur-e-s impliqué-e-s dans chaque exposition. La mise en commun d’uneanalyse de texte et d’une étude de contexte permet de dégager les modalités deconstruction discursive de l’art vidéo en tant que catégorie de l’art contemporain.La (re)découverte de textes sources des années 1970 permet en outre de préciseret compléter l’histoire de l’art contemporain.;Rérat, Melissa;10.3726/b19624;2022-07-01T00:00:00Z;https://libra.unine.ch/Publications/Personne/R/Melissa_RErat/43897;Libra, Université de Neuchâtel;Les mots de la vidéo;BE81659B-CA53-4277-B918-36BFA13D8BA8;208435
"";;;2020-01-01T00:00:00Z;;;Highgate Cemetery;0801EE04-7D4B-4E15-AF2D-84C509C58801;200327
Plato's Timaeus brings together a number of studies from both leading Plato specialists and up-and-coming researchers from across Europe. The contributions cover a wide variety of topics, ranging from the literary form of the work to the ontology of sense perception and the status of medicine in Timaeus' account. Although informed by a commitment to methodological diversity, the collection as a whole forms an organic unity, opening fresh perspectives on widely read passages, while shedding new light on less frequently discussed topics. The volume thus provides a valuable resource for students and researchers at all levels, whether their interest bears on the Timaeus as a whole or on a particular passage.;"Jorgenson, Chad; Karfík, Filip; Špinka, Štěpán";10.1163/9789004437081;2021-01-01T00:00:00Z;https://brill.com/view/title/57430;brill.com;Plato’s Timaeus;0B82ECBF-9601-4DD6-B03A-C0DD10AF8605;198567
L’Hispanic Society of America conserve dans ses souterrains un exemplaire manuscrit daté de 1621 qui, pour une raison inconnue, ne fut jamais imprimé. Il s’agit de l’Historia del Huérfano, por Andrés de León, un livre qui narre à la troisième personne les aventures (et mésaventures) d’un jeune homme désigné comme « l’Orphelin ». Né en Espagne, le personnage voyage en Amérique à l’âge de quatorze ans. Il y prend l’habit religieux dans un couvent augustin, mais une série de péripéties l’oblige à voyager (parfois sous le déguisement d’un soldat) à travers une grande partie des territoires appartenant à la couronne espagnole, tant en Amérique qu’en Europe. Le texte, qui s’étend sur 328 folios, est accompagné de plus de septante poèmes que l’Orphelin aurait écrits de sa main, offrant un témoignage sans précédent de l’effervescence de l’activité poétique dans les colonies hispaniques. Or, malgré son importance, l’œuvre demeurait méconnue des chercheurs (et du grand public) et des questions importantes, telles que l’attribution du manuscrit et le genre du texte, restaient encore à élucider. Ce volume propose une édition critique du texte, dotée d’un appareil de notes rigoureux qui rend compte de toutes les informations (notamment de type linguistique ou historique) qui pourraient éclairer le lecteur contemporain. Cette édition est accompagnée d’une étude préliminaire où nous avons confirmé les hypothèses lancées par de précédents chercheurs quant à l’identité de l’auteur, qui s’avère être bel et bien Martín de León y Cárdenas, frère augustin espagnol. Elle recueille aussi un grand nombre de cas d’intertextualités et de prêts entre notre manuscrit et d’autres œuvres de l’époque (indiqués également dans l’édition sous forme de notes). En effet, nos recherches nous ont permis de découvrir que la narration est construite comme un collage nourri d’ouvrages divers, historiques et littéraires, que l’auteur a superposés et modifiés afin de créer un nouveau produit en l’articulant autour de la présence de l’Orphelin. Enfin, nous présentons les indices qui nous ont conduite à établir que le texte n’était pas tant le récit de la vie d’un homme (comme suggéré jusqu’alors par la critique, qui doutait de la classification du manuscrit en tant que biographie ou autobiographie), mais une œuvre de fiction qui vise à dénoncer de façon voilée la faiblesse croissante de l’empire espagnol des deux côtés de l’Atlantique.;Palacios, Belinda;https://hdl.handle.net/10171/59435;2020-10-19T00:00:00Z;https://dadun.unav.edu/handle/10171/59435;"Dadun ";"Données ""Entre la historia y la ficción: estudio y edición de la Historia del Huérfano (1621)""";251B6559-27BE-4486-B8CA-29C4797051F7;193905
